   1
VALUES OF MIE FACTORS FOR INDEX OF REFRACTION = 1.25 -0.0000I
   9.580          3.59306          3.59306          0.05768
   9.600          3.58633          3.58633          0.05414
   9.620          3.57899          3.57899          0.05130
   9.640          3.57105          3.57105          0.04924
   9.660          3.56256          3.56256          0.04803
   9.680          3.55357          3.55357          0.04773
   9.700          3.54413          3.54413          0.04835
   9.720          3.53430          3.53430          0.04991
   9.740          3.52416          3.52416          0.05241
   9.760          3.51376          3.51376          0.05584
   9.780          3.50318          3.50318          0.06016
   9.800          3.49250          3.49250          0.06535
   9.820          3.48179          3.48179          0.07136
   9.840          3.47113          3.47113          0.07815
   9.860          3.46059          3.46059          0.08568
   9.880          3.45023          3.45023          0.09391
   9.900          3.44014          3.44014          0.10278
   9.920          3.43036          3.43036          0.11227
   9.940          3.42097          3.42097          0.12233
   9.960          3.41200          3.41200          0.13292
   9.980          3.40351          3.40351          0.14401
  10.000          3.39553          3.39553          0.15554
  10.050          3.37797          3.37797          0.18600
  10.100          3.36385          3.36385          0.21786
  10.150          3.35278          3.35278          0.24950
  10.200          3.34387          3.34387          0.27859
  10.250          3.33582          3.33582          0.30231
  10.300          3.32705          3.32705          0.31788
  10.350          3.31604          3.31604          0.32320
  10.400          3.30157          3.30157          0.31755
  10.450          3.28293          3.28293          0.30184
  10.500          3.25999          3.25999          0.27848
  10.550          3.23314          3.23314          0.25082
  10.600          3.20320          3.20320          0.22249
  10.650          3.17126          3.17126          0.19686
  10.700          3.13855          3.13855          0.17665
  10.750          3.10633          3.10633          0.16388
  10.800          3.07583          3.07583          0.15992
  10.850          3.04810          3.04810          0.16572
  10.900          3.02396          3.02396          0.18191
  10.950          3.00385          3.00385          0.20883
  11.000          2.98773          2.98773          0.24631
  11.050          2.97494          2.97494          0.29328
  11.100          2.96425          2.96425          0.34733
  11.150          2.95401          2.95401          0.40451
  11.200          2.94240          2.94240          0.45958
  11.250          2.92781          2.92781          0.50690
  11.300          2.90916          2.90916          0.54162
  11.350          2.88602          2.88602          0.56067
  11.400          2.85861          2.85861          0.56333
  11.450          2.82767          2.82767          0.55108
  11.500          2.79429          2.79429          0.52698
  11.550          2.75972          2.75972          0.49496
  11.600          2.72529          2.72529          0.45909
  11.650          2.69229          2.69229          0.42310
  11.700          2.66194          2.66194          0.39014
  11.750          2.63527          2.63527          0.36272
  11.800          2.61300          2.61300          0.34284
  11.850          2.59537          2.59537          0.33216
  11.900          2.58202          2.58202          0.33203
  11.950          2.57190          2.57190          0.34341
  12.000          2.56332          2.56332          0.36655
  12.050          2.55420          2.55420          0.40044
  12.100          2.54255          2.54255          0.44260
  12.150          2.52686          2.52686          0.48916
  12.200          2.50639          2.50639          0.53556
  12.250          2.48120          2.48120          0.57749
  12.300          2.45200          2.45200          0.61172
  12.350          2.41993          2.41993          0.63655
  12.400          2.38632          2.38632          0.65182
  12.450          2.35259          2.35259          0.65862
  12.500          2.32014          2.32014          0.65876
  12.550          2.29028          2.29028          0.65426
  12.600          2.26422          2.26422          0.64685
  12.650          2.24291          2.24291          0.63761
  12.700          2.22689          2.22689          0.62668
  12.750          2.21611          2.21611          0.61339
  12.800          2.20977          2.20977          0.59664
  12.850          2.20620          2.20620          0.57566
  12.900          2.20315          2.20315          0.55083
  12.950          2.19814          2.19814          0.52414
  13.000          2.18914          2.18914          0.49884
